strain,name,accession_number,common_name,product,b_number,cog_letter,cog_class,cog_desc
REL606,GCQD-1720,ECB_01522,ECB_01522,GCQD-1720-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01522,ECB_01522,ECB_01522,GCQD-1720-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1721,ECB_01523,ECB_01523,GCQD-1721-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01523,ECB_01523,ECB_01523,GCQD-1721-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1724,ECB_01526,ECB_01526,,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01526,ECB_01526,ECB_01526,,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1725,ECB_01527,ECB_01527,GCQD-1725-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01527,ECB_01527,ECB_01527,GCQD-1725-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1726,ECB_01528,ECB_01528,GCQD-1726-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01528,ECB_01528,ECB_01528,GCQD-1726-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1728,ECB_01530,ECB_01530,GCQD-1728-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01530,ECB_01530,ECB_01530,GCQD-1728-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1731,ECB_01533,ECB_01533,GCQD-1731-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01533,ECB_01533,ECB_01533,GCQD-1731-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1732,ECB_01534,ECB_01534,GCQD-1732-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01534,ECB_01534,ECB_01534,GCQD-1732-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1733,ECB_01535,ECB_01535,GCQD-1733-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01535,ECB_01535,ECB_01535,GCQD-1733-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1734,ECB_01536,ECB_01536,GCQD-1734-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01536,ECB_01536,ECB_01536,GCQD-1734-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1738,ECB_01540,ECB_01540,GCQD-1738-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01540,ECB_01540,ECB_01540,GCQD-1738-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1739,ECB_01541,ECB_01541,GCQD-1739-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01541,ECB_01541,ECB_01541,GCQD-1739-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1740,ECB_01542,ECB_01542,GCQD-1740-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01542,ECB_01542,ECB_01542,GCQD-1740-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1744,ECB_01546,ECB_01546,GCQD-1744-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01546,ECB_01546,ECB_01546,GCQD-1744-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1826,ECB_01628,ECB_01628,GCQD-1826-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01628,ECB_01628,ECB_01628,GCQD-1826-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-1890,ECB_01690,ECB_01690,GCQD-1890-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01690,ECB_01690,ECB_01690,GCQD-1890-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2114,ECB_01906,ECB_01906,GCQD-2114-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01906,ECB_01906,ECB_01906,GCQD-2114-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2115,ECB_01907,ECB_01907,GCQD-2115-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01907,ECB_01907,ECB_01907,GCQD-2115-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2116,ECB_01908,ECB_01908,GCQD-2116-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01908,ECB_01908,ECB_01908,GCQD-2116-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2197,ECB_01989,ECB_01989,GCQD-2197-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01989,ECB_01989,ECB_01989,GCQD-2197-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2198,ECB_01990,ECB_01990,GCQD-2198-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01990,ECB_01990,ECB_01990,GCQD-2198-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2199,ECB_01991,ECB_01991,GCQD-2199-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01991,ECB_01991,ECB_01991,GCQD-2199-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2200,ECB_01992,ECB_01992,GCQD-2200-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01992,ECB_01992,ECB_01992,GCQD-2200-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2201,ECB_01993,ECB_01993,GCQD-2201-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01993,ECB_01993,ECB_01993,GCQD-2201-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2202,ECB_01994,ECB_01994,GCQD-2202-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01994,ECB_01994,ECB_01994,GCQD-2202-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2203,ECB_01995,ECB_01995,GCQD-2203-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01995,ECB_01995,ECB_01995,GCQD-2203-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2204,ECB_01996,ECB_01996,GCQD-2204-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01996,ECB_01996,ECB_01996,GCQD-2204-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2205,ECB_01997,ECB_01997,GCQD-2205-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01997,ECB_01997,ECB_01997,GCQD-2205-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2206,ECB_01998,ECB_01998,GCQD-2206-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01998,ECB_01998,ECB_01998,GCQD-2206-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2207,ECB_01999,ECB_01999,GCQD-2207-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_01999,ECB_01999,ECB_01999,GCQD-2207-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2208,ECB_02000,ECB_02000,GCQD-2208-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02000,ECB_02000,ECB_02000,GCQD-2208-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2209,ECB_02001,ECB_02001,GCQD-2209-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02001,ECB_02001,ECB_02001,GCQD-2209-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2210,ECB_02002,ECB_02002,GCQD-2210-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02002,ECB_02002,ECB_02002,GCQD-2210-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2211,ECB_02003,ECB_02003,GCQD-2211-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02003,ECB_02003,ECB_02003,GCQD-2211-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2212,ECB_02004,ECB_02004,GCQD-2212-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02004,ECB_02004,ECB_02004,GCQD-2212-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2213,ECB_02005,ECB_02005,GCQD-2213-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02005,ECB_02005,ECB_02005,GCQD-2213-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2214,ECB_02006,ECB_02006,GCQD-2214-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02006,ECB_02006,ECB_02006,GCQD-2214-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2215,ECB_02007,ECB_02007,GCQD-2215-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02007,ECB_02007,ECB_02007,GCQD-2215-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2216,ECB_02008,ECB_02008,GCQD-2216-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02008,ECB_02008,ECB_02008,GCQD-2216-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2217,ECB_02009,ECB_02009,GCQD-2217-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02009,ECB_02009,ECB_02009,GCQD-2217-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2218,ECB_02010,ECB_02010,GCQD-2218-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02010,ECB_02010,ECB_02010,GCQD-2218-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2219,ECB_02011,ECB_02011,GCQD-2219-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02011,ECB_02011,ECB_02011,GCQD-2219-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2220,ECB_02012,ECB_02012,GCQD-2220-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02012,ECB_02012,ECB_02012,GCQD-2220-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2221,ECB_02013,ECB_02013,GCQD-2221-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02013,ECB_02013,ECB_02013,GCQD-2221-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2240,ECB_02033,ECB_02033,GCQD-2240-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02033,ECB_02033,ECB_02033,GCQD-2240-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2241,ECB_02034,ECB_02034,GCQD-2241-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02034,ECB_02034,ECB_02034,GCQD-2241-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2242,ECB_02035,ECB_02035,GCQD-2242-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02035,ECB_02035,ECB_02035,GCQD-2242-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2243,ECB_02036,ECB_02036,GCQD-2243-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02036,ECB_02036,ECB_02036,GCQD-2243-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2244,ECB_02037,ECB_02037,GCQD-2244-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02037,ECB_02037,ECB_02037,GCQD-2244-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2245,ECB_02038,ECB_02038,GCQD-2245-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02038,ECB_02038,ECB_02038,GCQD-2245-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2246,ECB_02039,ECB_02039,GCQD-2246-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02039,ECB_02039,ECB_02039,GCQD-2246-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2264,ECB_02057,ECB_02057,GCQD-2264-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02057,ECB_02057,ECB_02057,GCQD-2264-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2407,ECB_02199,ECB_02199,GCQD-2407-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02199,ECB_02199,ECB_02199,GCQD-2407-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2408,ECB_02200,ECB_02200,GCQD-2408-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02200,ECB_02200,ECB_02200,GCQD-2408-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2521,ECB_02307,ECB_02307,GCQD-2521-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02307,ECB_02307,ECB_02307,GCQD-2521-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2726,ECB_02509,ECB_02509,GCQD-2726-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02509,ECB_02509,ECB_02509,GCQD-2726-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2727,ECB_02510,ECB_02510,GCQD-2727-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02510,ECB_02510,ECB_02510,GCQD-2727-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2728,ECB_02511,ECB_02511,GCQD-2728-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02511,ECB_02511,ECB_02511,GCQD-2728-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2729,ECB_02512,ECB_02512,GCQD-2729-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02512,ECB_02512,ECB_02512,GCQD-2729-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2869,ECB_02649,ECB_02649,GCQD-2869-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02649,ECB_02649,ECB_02649,GCQD-2869-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2870,ECB_02650,ECB_02650,GCQD-2870-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02650,ECB_02650,ECB_02650,GCQD-2870-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2871,ECB_02651,ECB_02651,GCQD-2871-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02651,ECB_02651,ECB_02651,GCQD-2871-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-2872,ECB_02652,ECB_02652,GCQD-2872-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02652,ECB_02652,ECB_02652,GCQD-2872-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3022,ECB_02797,ECB_02797,GCQD-3022-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02797,ECB_02797,ECB_02797,GCQD-3022-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3023,ECB_02798,ECB_02798,GCQD-3023-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02798,ECB_02798,ECB_02798,GCQD-3023-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3027,ECB_02802,ECB_02802,GCQD-3027-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02802,ECB_02802,ECB_02802,GCQD-3027-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3029,ECB_02804,ECB_02804,GCQD-3029-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02804,ECB_02804,ECB_02804,GCQD-3029-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3035,ECB_02810,ECB_02810,GCQD-3035-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02810,ECB_02810,ECB_02810,GCQD-3035-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3036,ECB_02811,ECB_02811,GCQD-3036-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02811,ECB_02811,ECB_02811,GCQD-3036-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3037,ECB_02812,ECB_02812,GCQD-3037-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02812,ECB_02812,ECB_02812,GCQD-3037-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3038,ECB_02813,ECB_02813,GCQD-3038-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02813,ECB_02813,ECB_02813,GCQD-3038-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3039,ECB_02814,ECB_02814,GCQD-3039-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02814,ECB_02814,ECB_02814,GCQD-3039-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3040,ECB_02815,ECB_02815,GCQD-3040-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02815,ECB_02815,ECB_02815,GCQD-3040-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3041,ECB_02816,ECB_02816,GCQD-3041-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02816,ECB_02816,ECB_02816,GCQD-3041-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3042,ECB_02817,ECB_02817,GCQD-3042-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02817,ECB_02817,ECB_02817,GCQD-3042-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3043,ECB_02818,ECB_02818,GCQD-3043-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02818,ECB_02818,ECB_02818,GCQD-3043-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3044,ECB_02819,ECB_02819,GCQD-3044-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02819,ECB_02819,ECB_02819,GCQD-3044-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3045,ECB_02820,ECB_02820,GCQD-3045-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02820,ECB_02820,ECB_02820,GCQD-3045-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3046,ECB_02821,ECB_02821,GCQD-3046-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02821,ECB_02821,ECB_02821,GCQD-3046-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3047,ECB_02822,ECB_02822,GCQD-3047-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02822,ECB_02822,ECB_02822,GCQD-3047-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3050,ECB_02825,ECB_02825,GCQD-3050-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02825,ECB_02825,ECB_02825,GCQD-3050-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3051,ECB_02826,ECB_02826,GCQD-3051-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02826,ECB_02826,ECB_02826,GCQD-3051-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3052,ECB_02827,ECB_02827,GCQD-3052-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02827,ECB_02827,ECB_02827,GCQD-3052-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3053,ECB_02828,ECB_02828,GCQD-3053-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02828,ECB_02828,ECB_02828,GCQD-3053-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3056,ECB_02831,ECB_02831,GCQD-3056-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02831,ECB_02831,ECB_02831,GCQD-3056-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3057,ECB_02832,ECB_02832,GCQD-3057-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02832,ECB_02832,ECB_02832,GCQD-3057-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3058,ECB_02833,ECB_02833,GCQD-3058-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02833,ECB_02833,ECB_02833,GCQD-3058-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3059,ECB_02834,ECB_02834,GCQD-3059-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02834,ECB_02834,ECB_02834,GCQD-3059-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3060,ECB_02835,ECB_02835,GCQD-3060-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02835,ECB_02835,ECB_02835,GCQD-3060-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3061,ECB_02836,ECB_02836,GCQD-3061-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02836,ECB_02836,ECB_02836,GCQD-3061-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3062,ECB_02837,ECB_02837,GCQD-3062-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02837,ECB_02837,ECB_02837,GCQD-3062-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3063,ECB_02838,ECB_02838,GCQD-3063-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02838,ECB_02838,ECB_02838,GCQD-3063-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3076,ECB_02851,ECB_02851,GCQD-3076-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02851,ECB_02851,ECB_02851,GCQD-3076-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3077,ECB_02852,ECB_02852,GCQD-3077-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02852,ECB_02852,ECB_02852,GCQD-3077-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3078,ECB_02853,ECB_02853,GCQD-3078-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02853,ECB_02853,ECB_02853,GCQD-3078-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3079,ECB_02854,ECB_02854,GCQD-3079-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02854,ECB_02854,ECB_02854,GCQD-3079-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3080,ECB_02855,ECB_02855,GCQD-3080-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02855,ECB_02855,ECB_02855,GCQD-3080-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3081,ECB_02856,ECB_02856,GCQD-3081-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02856,ECB_02856,ECB_02856,GCQD-3081-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3082,ECB_02857,ECB_02857,GCQD-3082-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02857,ECB_02857,ECB_02857,GCQD-3082-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3083,ECB_02858,ECB_02858,GCQD-3083-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_02858,ECB_02858,ECB_02858,GCQD-3083-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3308,ECB_03080,ECB_03080,GCQD-3308-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_03080,ECB_03080,ECB_03080,GCQD-3308-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3513,ECB_03279,ECB_03279,GCQD-3513-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_03279,ECB_03279,ECB_03279,GCQD-3513-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3671,ECB_03436,ECB_03436,GCQD-3671-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ECB_03436,ECB_03436,ECB_03436,GCQD-3671-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-3672,ECB_03437,ECB_03437,GCQD-3672-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
